,GeneID,EC#,EC,Superpathway
0,gi|284047386|ref|NC_013740.1|:c1753819-1752638|905|g__Acidaminococcus.s__Acidaminococcus_fermentans|UniRef90_D2RLJ3|UniRef50_C7XRX0,ec:0.0.0.0,,
123,gi|390945347|ref|NC_018011.1|:c2177957-2175354|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IIN4|UniRef50_W0EPL8,ec:2.4.1.25,ec:2.4.1.25,Carbohydrate metabolism
123,gi|390945347|ref|NC_018011.1|:c2177957-2175354|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IIN4|UniRef50_W0EPL8,ec:2.4.1.25,ec:2.4.1.25,Global and overview maps
124,gi|390945347|ref|NC_018011.1|:3261516-3264071|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_W6TY93,ec:5.99.1.3,,
125,gi|390945347|ref|NC_018011.1|:c2199703-2197130|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_D4ING4,ec:0.0.0.0,,
126,gi|390945347|ref|NC_018011.1|:c2811891-2809030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
127,gi|390945347|ref|NC_018011.1|:c572460-569632|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R6V6N5,ec:0.0.0.0,,
128,gi|390945347|ref|NC_018011.1|:3328909-3331791|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_I3YQC7,ec:0.0.0.0,,
129,gi|390945347|ref|NC_018011.1|:c3123152-3120339|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R7JGE9,ec:0.0.0.0,,
130,gi|390945347|ref|NC_018011.1|:c355353-352975|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIB0|UniRef50_I3YIB0,ec:5.1.1.1,ec:5.1.1.1,Metabolism of other amino acids
130,gi|390945347|ref|NC_018011.1|:c355353-352975|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIB0|UniRef50_I3YIB0,ec:5.1.1.1,ec:5.1.1.1,Global and overview maps
131,gi|390945347|ref|NC_018011.1|:c394540-392192|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YID7|UniRef50_I3YID7,ec:0.0.0.0,,
132,gi|390945347|ref|NC_018011.1|:c2164610-2162292|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IIM8|UniRef50_Q8A1G3,ec:0.0.0.0,,
133,gi|390945347|ref|NC_018011.1|:c324621-322168|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YI90|UniRef50_I3YI90,ec:0.0.0.0,,
134,gi|390945347|ref|NC_018011.1|:c1365337-1361891|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKS1|UniRef50_I3YKS1,ec:0.0.0.0,,
135,gi|390945347|ref|NC_018011.1|:c1200744-1197448|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R5RY79,ec:0.0.0.0,,
136,gi|390945347|ref|NC_018011.1|:2679652-2682978|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R5WTI3,ec:3.6.4.12,,
137,gi|390945347|ref|NC_018011.1|:2300378-2304637|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
137,gi|390945347|ref|NC_018011.1|:2300378-2304637|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
137,gi|390945347|ref|NC_018011.1|:2300378-2304637|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
138,gi|390945347|ref|NC_018011.1|:3048386-3063346|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
139,gi|390945347|ref|NC_018011.1|:c2073619-2068367|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YME8|UniRef50_R5W040,ec:0.0.0.0,,
140,gi|390945347|ref|NC_018011.1|:3107766-3111878|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R5UDZ7,ec:0.0.0.0,,
141,gi|390945347|ref|NC_018011.1|:2242407-2246126|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_I3YMT5,ec:0.0.0.0,,
142,gi|390945347|ref|NC_018011.1|:2296481-2300341|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
142,gi|390945347|ref|NC_018011.1|:2296481-2300341|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
142,gi|390945347|ref|NC_018011.1|:2296481-2300341|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
143,gi|390945347|ref|NC_018011.1|:c547115-544038|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_I3YIQ5,ec:0.0.0.0,,
144,gi|390945347|ref|NC_018011.1|:1384596-1387676|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKU0|UniRef50_I3YKU0,ec:0.0.0.0,,
145,gi|390945347|ref|NC_018011.1|:3097878-3100862|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_I3YPS8,ec:0.0.0.0,,
146,gi|390945347|ref|NC_018011.1|:c499932-496726|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIK7|UniRef50_R5M7M4,ec:0.0.0.0,,
147,gi|390945347|ref|NC_018011.1|:3435703-3438888|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R5UVQ7|UniRef50_R7JM61,ec:2.7.13.3,,
148,gi|390945347|ref|NC_018011.1|:2044371-2047553|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R5S2H5,ec:0.0.0.0,,
149,gi|390945347|ref|NC_018011.1|:c3158377-3155168|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPX5|UniRef50_I3YPX5,ec:0.0.0.0,,
150,gi|390945347|ref|NC_018011.1|:3666408-3669587|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
151,gi|390945347|ref|NC_018011.1|:c827467-825530|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJG3|UniRef50_I3YJG3,ec:0.0.0.0,,
152,gi|390945347|ref|NC_018011.1|:c3434639-3432678|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQL2|UniRef50_P35886,ec:5.99.1.3,,
153,gi|390945347|ref|NC_018011.1|:3358436-3360289|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQF0|UniRef50_R5WZZ4,ec:0.0.0.0,,
154,gi|390945347|ref|NC_018011.1|:c2924253-2922403|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPD8|UniRef50_I3YPD8,ec:0.0.0.0,,
155,gi|390945347|ref|NC_018011.1|:c1276814-1274958|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKK6|UniRef50_R6VEG5,ec:0.0.0.0,,
156,gi|390945347|ref|NC_018011.1|:3608211-3610118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:6.2.1.3,ec:6.2.1.3,Lipid metabolism
156,gi|390945347|ref|NC_018011.1|:3608211-3610118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:6.2.1.3,ec:6.2.1.3,Lipid metabolism
156,gi|390945347|ref|NC_018011.1|:3608211-3610118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_unknown,ec:6.2.1.3,ec:6.2.1.3,Global and overview maps
157,gi|390945347|ref|NC_018011.1|:2597762-2599957|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YNN0|UniRef50_R6E5J8,ec:0.0.0.0,,
158,gi|390945347|ref|NC_018011.1|:c1905538-1903340|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_R5WGJ6,ec:0.0.0.0,,
159,gi|390945347|ref|NC_018011.1|:2599988-2602204|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YNN1|UniRef50_I3YHM3,ec:0.0.0.0,,
160,gi|390945347|ref|NC_018011.1|:c2078354-2076213|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMF0|UniRef50_I3YMF0,ec:0.0.0.0,,
161,gi|390945347|ref|NC_018011.1|:2039955-2042192|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_unknown|UniRef50_I3YMC8,ec:0.0.0.0,,
162,gi|390945347|ref|NC_018011.1|:2806822-2808951|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YP29|UniRef50_I3YP29,ec:0.0.0.0,,
163,gi|390945347|ref|NC_018011.1|:c369858-367759|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIB9|UniRef50_R6X1E3,ec:0.0.0.0,,
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Carbohydrate metabolism
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Energy metabolism
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
164,gi|390945347|ref|NC_018011.1|:c681134-680118|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ27|UniRef50_P17330,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
165,gi|390945347|ref|NC_018011.1|:2613450-2614475|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IQF1|UniRef50_Q2RSC8,ec:6.3.3.1,ec:6.3.3.1,Nucleotide metabolism
165,gi|390945347|ref|NC_018011.1|:2613450-2614475|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IQF1|UniRef50_Q2RSC8,ec:6.3.3.1,ec:6.3.3.1,Global and overview maps
165,gi|390945347|ref|NC_018011.1|:2613450-2614475|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IQF1|UniRef50_Q2RSC8,ec:6.3.3.1,ec:6.3.3.1,Global and overview maps
165,gi|390945347|ref|NC_018011.1|:2613450-2614475|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IQF1|UniRef50_Q2RSC8,ec:6.3.3.1,ec:6.3.3.1,Global and overview maps
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Biosynthesis of other secondary metabolites
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
166,gi|390945347|ref|NC_018011.1|:c966022-965030|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV2|UniRef50_D8IDD5,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
167,gi|390945347|ref|NC_018011.1|:1936476-1937468|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM44|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
167,gi|390945347|ref|NC_018011.1|:1936476-1937468|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM44|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
167,gi|390945347|ref|NC_018011.1|:1936476-1937468|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM44|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Amino acid metabolism
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Energy metabolism
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Metabolism of cofactors and vitamins
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Global and overview maps
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Global and overview maps
168,gi|390945347|ref|NC_018011.1|:c3703789-3702716|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR85|UniRef50_B2RID6,ec:2.6.1.52,ec:2.6.1.52,Global and overview maps
169,gi|390945347|ref|NC_018011.1|:c2765109-2764042|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YNZ9|UniRef50_D4INZ0,ec:0.0.0.0,,
170,gi|390945347|ref|NC_018011.1|:605682-606719|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIV8|UniRef50_I3YIV8,ec:0.0.0.0,,
171,gi|390945347|ref|NC_018011.1|:c128268-127342|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YHP8|UniRef50_I3YHP8,ec:0.0.0.0,,
172,gi|390945347|ref|NC_018011.1|:3016724-3017644|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPL4|UniRef50_R7JSU1,ec:0.0.0.0,,
173,gi|390945347|ref|NC_018011.1|:c3386782-3385862|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQH4|UniRef50_I3YQH4,ec:0.0.0.0,,
174,gi|390945347|ref|NC_018011.1|:2346026-2346925|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YN17|UniRef50_P0A0M5,ec:2.1.1.45,ec:2.1.1.45,Nucleotide metabolism
174,gi|390945347|ref|NC_018011.1|:2346026-2346925|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YN17|UniRef50_P0A0M5,ec:2.1.1.45,ec:2.1.1.45,Metabolism of cofactors and vitamins
174,gi|390945347|ref|NC_018011.1|:2346026-2346925|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YN17|UniRef50_P0A0M5,ec:2.1.1.45,ec:2.1.1.45,Global and overview maps
175,gi|390945347|ref|NC_018011.1|:c3229786-3228818|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ41|UniRef50_D4IJ28,ec:0.0.0.0,,
176,gi|390945347|ref|NC_018011.1|:c963739-962783|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJV0|UniRef50_I3YJV0,ec:0.0.0.0,,
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Carbohydrate metabolism
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Amino acid metabolism
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Carbohydrate metabolism
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Carbohydrate metabolism
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Global and overview maps
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Global and overview maps
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Global and overview maps
177,gi|390945347|ref|NC_018011.1|:1013551-1014492|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJY1|UniRef50_A5FHP3,ec:1.1.1.27,ec:1.1.1.27,Global and overview maps
178,gi|390945347|ref|NC_018011.1|:3417508-3418749|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQJ8|UniRef50_R5RR90,ec:3.5.2.7,ec:3.5.2.7,Amino acid metabolism
178,gi|390945347|ref|NC_018011.1|:3417508-3418749|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQJ8|UniRef50_R5RR90,ec:3.5.2.7,ec:3.5.2.7,Global and overview maps
179,gi|390945347|ref|NC_018011.1|:2850714-2851976|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R5UF96|UniRef50_R5UF96,ec:0.0.0.0,,
180,gi|390945347|ref|NC_018011.1|:574850-576109|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIS6|UniRef50_I3YIS6,ec:0.0.0.0,,
181,gi|390945347|ref|NC_018011.1|:c2841363-2840146|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJF5|UniRef50_I3YKA5,ec:0.0.0.0,,
182,gi|390945347|ref|NC_018011.1|:1639765-1641072|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_F0R5N4|UniRef50_R7DIK5,ec:0.0.0.0,,
183,gi|390945347|ref|NC_018011.1|:c2500243-2498924|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R5UAP8|UniRef50_R5UAP8,ec:0.0.0.0,,
184,gi|390945347|ref|NC_018011.1|:c3233868-3232552|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ45|UniRef50_I3YQ45,ec:0.0.0.0,,
185,gi|390945347|ref|NC_018011.1|:2145728-2147047|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YML9|UniRef50_I3YML9,ec:0.0.0.0,,
186,gi|390945347|ref|NC_018011.1|:c1311207-1309924|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_E4MBB2|UniRef50_F0S674,ec:0.0.0.0,,
187,gi|390945347|ref|NC_018011.1|:1868137-1869435|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YLX1|UniRef50_R6XTA9,ec:0.0.0.0,,
188,gi|390945347|ref|NC_018011.1|:1849425-1850711|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YLV6|UniRef50_R5WUJ1,ec:0.0.0.0,,
189,gi|390945347|ref|NC_018011.1|:c2004124-2003000|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_E4MA79|UniRef50_R6K8W6,ec:0.0.0.0,,
190,gi|390945347|ref|NC_018011.1|:c1554401-1553256|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YL84|UniRef50_I3YL84,ec:0.0.0.0,,
191,gi|390945347|ref|NC_018011.1|:596034-597173|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIU2|UniRef50_R6XJM9,ec:0.0.0.0,,
192,gi|390945347|ref|NC_018011.1|:c1210439-1209339|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKE8|UniRef50_D4IL01,ec:0.0.0.0,,
193,gi|390945347|ref|NC_018011.1|:3653456-3654544|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR41|UniRef50_R5V3P0,ec:0.0.0.0,,
194,gi|390945347|ref|NC_018011.1|:3089148-3090254|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPS3|UniRef50_R6WTI1,ec:0.0.0.0,,
195,gi|390945347|ref|NC_018011.1|:3404117-3405307|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R7JJ57|UniRef50_D4JIJ4,ec:0.0.0.0,,
196,gi|390945347|ref|NC_018011.1|:126057-127268|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YHP7|UniRef50_F0S6L5,ec:0.0.0.0,,
197,gi|390945347|ref|NC_018011.1|:c3235033-3233882|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ46|UniRef50_Q1BHH6,ec:1.1.1.267,ec:1.1.1.267,Metabolism of terpenoids and polyketides
197,gi|390945347|ref|NC_018011.1|:c3235033-3233882|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ46|UniRef50_Q1BHH6,ec:1.1.1.267,ec:1.1.1.267,Global and overview maps
197,gi|390945347|ref|NC_018011.1|:c3235033-3233882|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ46|UniRef50_Q1BHH6,ec:1.1.1.267,ec:1.1.1.267,Global and overview maps
197,gi|390945347|ref|NC_018011.1|:c3235033-3233882|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ46|UniRef50_Q1BHH6,ec:1.1.1.267,ec:1.1.1.267,Global and overview maps
198,gi|390945347|ref|NC_018011.1|:1994204-1995370|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM93|UniRef50_R6WYJ7,ec:0.0.0.0,,
199,gi|484006685|ref|NZ_KB894546.1|:c3471-1|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
200,gi|484006723|ref|NZ_KB894550.1|:1970-3079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQI3|UniRef50_R5RSX6,ec:4.2.1.46,ec:4.2.1.46,Biosynthesis of other secondary metabolites
200,gi|484006723|ref|NZ_KB894550.1|:1970-3079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQI3|UniRef50_R5RSX6,ec:4.2.1.46,ec:4.2.1.46,Metabolism of terpenoids and polyketides
200,gi|484006723|ref|NZ_KB894550.1|:1970-3079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQI3|UniRef50_R5RSX6,ec:4.2.1.46,ec:4.2.1.46,Biosynthesis of other secondary metabolites
200,gi|484006723|ref|NZ_KB894550.1|:1970-3079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQI3|UniRef50_R5RSX6,ec:4.2.1.46,ec:4.2.1.46,Metabolism of terpenoids and polyketides
200,gi|484006723|ref|NZ_KB894550.1|:1970-3079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQI3|UniRef50_R5RSX6,ec:4.2.1.46,ec:4.2.1.46,Global and overview maps
201,gi|484006665|ref|NZ_KB894543.1|:c142845-142204|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XYP0|UniRef50_R6XYP0,ec:0.0.0.0,,
202,gi|484006637|ref|NZ_KB894541.1|:569031-569666|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000380480F|UniRef50_A6H1N2,ec:4.3.99.3,ec:4.3.99.3,Metabolism of cofactors and vitamins
202,gi|484006637|ref|NZ_KB894541.1|:569031-569666|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000380480F|UniRef50_A6H1N2,ec:4.3.99.3,ec:4.3.99.3,Global and overview maps
203,gi|484006649|ref|NZ_KB894542.1|:253349-253987|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y8Q3|UniRef50_R6Y8Q3,ec:0.0.0.0,,
204,gi|484006736|ref|NZ_KB894551.1|:c75812-75180|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6VLN4|UniRef50_B7UZU0,ec:1.6.5.8,,
205,gi|484006649|ref|NZ_KB894542.1|:368893-369525|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y1E6|UniRef50_R5WU41,ec:0.0.0.0,,
206,gi|484006694|ref|NZ_KB894547.1|:9531-10166|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSC9|UniRef50_R6VCY6,ec:0.0.0.0,,
207,gi|484006685|ref|NZ_KB894546.1|:c252221-251586|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLX5|UniRef50_R6G3F7,ec:0.0.0.0,,
208,gi|484006694|ref|NZ_KB894547.1|:c277655-277002|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z767|UniRef50_I3YMQ8,ec:0.0.0.0,,
209,gi|484006680|ref|NZ_KB894545.1|:c24168-23515|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z4N6|UniRef50_R5VZC2,ec:0.0.0.0,,
210,gi|484006637|ref|NZ_KB894541.1|:339403-340056|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XL68|UniRef50_R6Z2N6,ec:0.0.0.0,,
211,gi|484006680|ref|NZ_KB894545.1|:51752-52402|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI0003718DE1|UniRef50_D5EXJ0,ec:0.0.0.0,,
